SUBJID	PEER1	PEER2	PEER3	PEER4	PEER5	PEER6	PEER7	PEER8	PEER9	PEER10	PEER11	PEER12	PEER13	PEER14	PEER15
GTEX-XUW1-2326-SM-4BOO5_PDUI	-0.0495517887175083	-3.37235576353123e-07	1.60435376983514e-07	1.54430495058477e-07	7.45660528878034e-08	1.396181517066e-07	-2.21979270520478e-08	7.6326278630745e-09	2.5767588951453e-08	-1.52898493865905e-08	1.08068598514421e-09	-3.78029474390473e-09	3.88147070040645e-09	3.58920204668323e-09	5.52582690716008e-09
GTEX-XUZC-1626-SM-4BRVP_PDUI	-0.0491688400506973	1.59072286010087e-07	1.193615446482e-07	9.84029213668691e-08	7.28144726735991e-08	1.39875396598654e-07	-2.01229415353055e-08	8.09033284809857e-09	2.45445122004639e-08	-1.49959316075865e-08	1.28295030155101e-09	-3.79438747089011e-09	3.41971628792237e-09	3.70414121597662e-09	5.49071854649696e-09
GTEX-XV7Q-2326-SM-4BRVZ_PDUI	-0.0493953973054886	8.10914997373402e-08	1.38564772100835e-07	8.10452576160969e-08	7.68854349075809e-08	1.37328342475485e-07	-2.07247765615648e-08	8.00697907976655e-09	2.44777940139329e-08	-1.50707375468073e-08	1.15982157211647e-09	-3.77003672724641e-09	3.49114204212242e-09	3.71289354816895e-09	5.47305623044281e-09
GTEX-Y5LM-1726-SM-4VDSX_PDUI	-0.0504975281655788	1.51051904140331e-06	1.15709489989513e-07	6.31023908681527e-08	7.78544517743285e-08	1.38597002319329e-07	-1.50270675902675e-08	1.00276489334306e-08	2.26932659330714e-08	-1.47425227581266e-08	1.93613747256904e-09	-4.20853440985525e-09	2.47778264572673e-09	4.35480229654672e-09	5.61585000724563e-09
GTEX-Y5V5-2126-SM-4WWFO_PDUI	-0.0491217449307442	-6.65260699861392e-08	2.17498353549672e-07	1.73511722323383e-07	7.39890069212379e-08	1.39984067004661e-07	-2.09430162101398e-08	7.23033988236921e-09	2.5250265878185e-08	-1.503785718171e-08	1.24117371935739e-09	-3.88538357043444e-09	3.72657149583233e-09	3.72627173561568e-09	5.45285061548384e-09
GTEX-Y8LW-1626-SM-5IFHX_PDUI	-0.0491844117641449	9.27327505451103e-07	6.25952125687945e-08	1.4242988299884e-07	7.42901278272257e-08	1.36948401063819e-07	-1.5878320880347e-08	9.73686464789125e-09	2.35501360634771e-08	-1.48171350744519e-08	1.79192094496017e-09	-4.08208844504543e-09	2.78732037450879e-09	3.98335364693025e-09	5.57275736667862e-09
GTEX-YB5K-1626-SM-5IFIN_PDUI	-0.0494210124015808	3.3455421544204e-07	1.13963167791553e-07	1.82767337264522e-07	7.9889119319887e-08	1.36587729571147e-07	-1.88819573310184e-08	8.33418134504882e-09	2.46778970591777e-08	-1.50939456489141e-08	1.52585188928356e-09	-4.01207689293415e-09	3.3280782574252e-09	3.82319198521941e-09	5.57039392390379e-09
GTEX-YFC4-1426-SM-5IFJG_PDUI	-0.0488719381392002	3.20386845942267e-07	4.1297494135506e-07	1.56966763142918e-07	6.69139197384538e-08	1.40995936703803e-07	-2.05979322487337e-08	5.60489521461704e-09	2.44301006091519e-08	-1.45080703006784e-08	1.3077734450917e-09	-3.98239929921829e-09	3.69394692611991e-09	4.03803879223119e-09	5.28961763279767e-09
GTEX-ZC5H-2626-SM-5J2MG_PDUI	-0.0487719438970089	2.78237706652362e-07	2.34066149573664e-07	1.6538399449928e-07	6.85370551423148e-08	1.39637208462773e-07	-1.97174347960072e-08	7.12095360455578e-09	2.45190872050216e-08	-1.47511656223287e-08	1.39885036887222e-09	-3.9462686451941e-09	3.46596440436997e-09	3.84432663480538e-09	5.40966338391513e-09
GTEX-ZF29-1926-SM-5S2P1_PDUI	-0.0490594804286957	1.03166644294106e-06	-6.0979516547377e-08	1.46296173397786e-07	7.35108685034902e-08	1.36126331540254e-07	-1.43065976843104e-08	1.06907167563008e-08	2.34852013392128e-08	-1.49024117490626e-08	1.92766336226668e-09	-4.08775768789837e-09	2.5340018972031e-09	3.90495236146648e-09	5.66054980666308e-09
GTEX-ZF2S-2026-SM-5E461_PDUI	-0.048721581697464	2.29650424898864e-07	1.68375976272728e-07	2.11289972185114e-07	7.10208212240104e-08	1.4056820418773e-07	-1.91459026410712e-08	7.66535812601887e-09	2.49623681725097e-08	-1.48446783754252e-08	1.51146850591033e-09	-3.99267330308817e-09	3.43826767057465e-09	3.77491593539503e-09	5.48348255691167e-09
GTEX-ZF3C-2326-SM-5S2NC_PDUI	-0.0497170500457287	1.52890595472854e-06	2.11021443874415e-07	5.93245559343814e-08	7.65407790481731e-08	1.37714465608951e-07	-1.45097267534311e-08	9.27532983752144e-09	2.2312669045732e-08	-1.44120368972267e-08	1.86443060989916e-09	-4.1686458729373e-09	2.52771759079451e-09	4.39440528410273e-09	5.46309264493061e-09
GTEX-ZGAY-1726-SM-DO91P_PDUI	-0.0493192076683044	-6.16426859778585e-07	-4.00061450633871e-09	6.7058515185181e-08	7.79225146629869e-08	1.3962164757686e-07	-2.12789021958315e-08	8.66290950085613e-09	2.54125431808916e-08	-1.54490518156081e-08	8.74189054478336e-10	-3.5386653607361e-09	3.80700715396642e-09	3.27504756647556e-09	5.55157075865509e-09
GTEX-ZLV1-1426-SM-DO92Z_PDUI	-0.0487194582819939	-1.78503626102611e-06	8.31298123671331e-08	1.299374048358e-07	7.24348581115919e-08	1.39758896011699e-07	-2.64882231704178e-08	6.52168941073228e-09	2.72921258925862e-08	-1.57238186915265e-08	3.285112182283e-10	-3.29223759365505e-09	4.77866413106653e-09	2.84341794554166e-09	5.4491247070132e-09
GTEX-ZPIC-1126-SM-5BC7F_PDUI	-0.0492749810218811	7.9146434472932e-07	6.96102873121163e-08	1.3237243479125e-07	7.98137804736143e-08	1.37076639816769e-07	-1.653267567292e-08	8.91493989740866e-09	2.37207462561173e-08	-1.48905865415827e-08	1.70361524887142e-09	-4.03461664078009e-09	2.88540480397614e-09	3.94945098847188e-09	5.55802825985552e-09
GTEX-ZQG8-0726-SM-5P9H9_PDUI	-0.0492633022367954	5.51232403722679e-07	1.5992635837847e-07	1.40351943400674e-07	8.17033622979579e-08	1.35113253918462e-07	-1.83469417436299e-08	8.06182054446936e-09	2.39286563896712e-08	-1.48640522112942e-08	1.52502022121581e-09	-3.98835675596843e-09	3.19618043143066e-09	3.93974319834456e-09	5.4880513467026e-09
GTEX-ZTPG-2826-SM-57WGA_PDUI	-0.0493252016603947	2.27311502953853e-07	2.76860106396271e-07	1.59746633698887e-07	7.43242623002516e-08	1.39357837269927e-07	-2.0245334297897e-08	6.58216459115124e-09	2.47176288326045e-08	-1.48466998695085e-08	1.3477593485689e-09	-3.95065269387374e-09	3.61453111885623e-09	3.9133838392047e-09	5.42960121308056e-09
GTEX-ZV6S-1826-SM-5NQ8D_PDUI	-0.0497183352708817	7.27386122889584e-07	1.53329651197964e-07	1.14514989490999e-07	8.07581983508499e-08	1.37015106815852e-07	-1.74628613791583e-08	8.73096972497933e-09	2.38251249840005e-08	-1.49163241758288e-08	1.58077051448657e-09	-4.03277811145131e-09	3.08581138419584e-09	4.03578237495594e-09	5.5320179548346e-09
GTEX-ZVT2-1826-SM-5NQ8W_PDUI	-0.0498770512640476	1.68170743108931e-06	9.54298684519017e-08	8.2946669976991e-08	8.09233924314867e-08	1.35524047095714e-07	-1.33731967721928e-08	1.01253467832407e-08	2.22281553163839e-08	-1.45517464744671e-08	2.06820160997268e-09	-4.22332879779219e-09	2.28662977441729e-09	4.37119140883624e-09	5.58551693785603e-09
GTEX-ZVT4-1026-SM-57WC4_PDUI	-0.0493842884898186	1.00775146449905e-07	2.3446700936347e-07	1.2098296053864e-07	7.55901652382818e-08	1.38677876293514e-07	-1.99771115205749e-08	7.99111177229861e-09	2.45928450937072e-08	-1.50110608387877e-08	1.19848997393035e-09	-3.85298770666509e-09	3.63739149911169e-09	3.81775233648796e-09	5.43042277811878e-09
GTEX-ZVZQ-0826-SM-51MRF_PDUI	-0.0497783049941063	9.04132718915207e-07	2.0452350213418e-07	7.4841260300218e-08	7.59052767307367e-08	1.38700670504477e-07	-1.71723062436513e-08	8.71966943094549e-09	2.33065584609449e-08	-1.47521577176235e-08	1.55769197540678e-09	-4.0298879788736e-09	2.9998015182997e-09	4.13892919937098e-09	5.47365130998401e-09
GTEX-ZXES-0826-SM-5E43C_PDUI	-0.0487993024289608	5.33876288955071e-07	5.41866214121001e-08	2.16603112335179e-07	7.36995886541081e-08	1.3901436091146e-07	-1.70613851935286e-08	9.34745880698529e-09	2.45830662493063e-08	-1.48975187741485e-08	1.75894143694677e-09	-4.06172162570329e-09	3.07906700136584e-09	3.80035469760287e-09	5.58237278625029e-09
GTEX-ZZPU-0626-SM-5E43T_PDUI	-0.0488317981362343	-2.54696999490989e-07	1.58891097612468e-07	2.2740769622942e-07	7.34391463197426e-08	1.40165596462793e-07	-2.10312940396307e-08	7.47967021652585e-09	2.58204728709188e-08	-1.51514569779465e-08	1.28449728631352e-09	-3.89372489806306e-09	3.79837450381615e-09	3.58162988156607e-09	5.49909096037027e-09
